class_value,log10_class,log10_lower,log10_upper
2.5,0.3979400086720376,0.3928898452198747,0.4029901721242005
2.7,0.43136376415898736,0.42631360070682445,0.4364139276111503
2.75,0.43933269383026263,0.4342825303780997,0.44438285728242555
2.8,0.4471580313422192,0.4421078678900563,0.4522081947943821
2.9,0.4623979978989561,0.45734783444679317,0.467448161351119
3.0,0.47712125471966244,0.4720710912674995,0.48217141817182535
3.06,0.48572142648158,0.4806712630294171,0.4907715899337429
3.1,0.4913616938342727,0.4863115303821098,0.4964118572864356
3.2,0.505149978319906,0.5000998148677431,0.510200141772069
3.21,0.5065050324048721,0.5014548689527092,0.511555195857035
3.3,0.5185139398778874,0.5134637764257245,0.5235641033300503
3.36,0.526339277389844,0.5212891139376811,0.5313894408420069
3.375,0.5282737771670437,0.5232236137148808,0.5333239406192066
3.4,0.5314789170422551,0.5264287535900922,0.536529080494418
3.5,0.5440680443502757,0.5390178808981128,0.5491182078024386
3.56,0.5514499979728752,0.5463998345207123,0.5565001614250381
3.6,0.5563025007672873,0.5512523373151244,0.5613526642194502
3.7,0.568201724066995,0.5631515606148321,0.5732518875191579
3.75,0.5740312677277188,0.5689811042755559,0.5790814311798818
3.77,0.5763413502057929,0.57129118675363,0.5813915136579558
3.9,0.5910646070264992,0.5860144435743363,0.5961147704786621
3.91,0.5921767573958668,0.5871265939437039,0.5972269208480298
3.99,0.6009728956867483,0.5959227322345854,0.6060230591389112
4.0,0.6020599913279624,0.5970098278757995,0.6071101547801253
4.125,0.6154239528859439,0.610373789433781,0.6204741163381068
4.2,0.6232492903979004,0.6181991269457375,0.6282994538500634
4.21,0.6242820958356683,0.6192319323835054,0.6293322592878312
4.3,0.6334684555795865,0.6284182921274236,0.6385186190317494
4.5,0.6532125137753437,0.6481623503231808,0.6582626772275066
4.6,0.6627578316815741,0.6577076682294112,0.667807995133737
4.65,0.667452952889954,0.6624027894377911,0.6725031163421169
4.7,0.6720978579357175,0.6670476944835546,0.6771480213878804
4.8,0.6812412373755872,0.6761910739234243,0.6862914008277501
5.0,0.6989700043360189,0.6939198408838559,0.7040201677881818
5.1,0.7075701760979364,0.7025200126457735,0.7126203395500993
5.2,0.7160033436347992,0.7109531801826363,0.7210535070869621
5.3,0.724275869600789,0.7192257061486261,0.729326033052952
5.4,0.7323937598229685,0.7273435963708056,0.7374439232751314
5.5,0.7403626894942439,0.735312526042081,0.7454128529464068
5.6,0.7481880270062004,0.7431378635540374,0.7532381904583633
5.83,0.7656685547590141,0.7606183913068512,0.770718718211177
6.0,0.7781512503836436,0.7731010869314807,0.7832014138358065
6.05,0.7817553746524689,0.776705211200306,0.7868055381046318
6.2,0.7923916894982539,0.787341526046091,0.7974418529504168
6.32,0.800717078282385,0.7956669148302221,0.805767241734548
